,infection_site,description,OriginalReadCode,CleansedReadCode,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,Term
1471,other,Tuberculosis of intrathoracic lymph nodes NOS,A121z,A121z00,286231014.0,78436002.0,130160016.0,Tuberculosis of intrathoracic lymph nodes NOS
1472,other,On tuberculosis chemoprophylaxis,65Y1,65Y1.00,2533971018.0,414940009.0,2533971018.0,On tuberculosis chemoprophylaxis
1473,other,Gonococcal proctitis,A987,A987.00,71324019.0,42746002.0,71324019.0,Gonococcal proctitis
1474,Bone,Arthritis in other infectious and parasitic diseases EC,N017-1,N017.11,359273010.0,239782006.0,359273010.0,Arthropathy due to parasitic infection
1475,Viral URTI,Chronic follicular pharyngitis,H1216,H121600,301198013.0,195782000.0,301198013.0,Chronic follicular pharyngitis
1476,other,"Taenia solium infection, intestinal form",AC30,AC30.00,114521000006113.0,266160004.0,395447019.0,"Taenia solium infection, intestinal form"
1477,pneumonia,"Pneumonic plague, unspecified",A205,A205.00,286339014.0,38976008.0,65377015.0,"Pneumonic plague, unspecified"
1478,pneumonia,Lung tuberculosis,A11-1,A11..11,732921000006113.0,154283005.0,239551014.0,Lung tuberculosis
1479,pneumonia,Fibrinous pleurisy,H5107,H510700,128069014.0,77138008.0,128069014.0,Fibrinous pleurisy
1480,Peritonitis,Pneumococcal peritonitis,J551,J551.00,97561012.0,58710009.0,97561012.0,Pneumococcal peritonitis
1481,other,Other enterovirus diseases of central nervous system,A4y,A4y..00,286658010.0,53648006.0,89193019.0,Other enterovirus diseases of central nervous system
1482,Gastrointestinal,Bacterial food poisoning,A0-1,A0...11,109787018.0,66107000.0,109787018.0,Bacterial food poisoning
1483,Neuro,Zoster encephalitis,A5314,A531400,344957015.0,230176008.0,344957015.0,Zoster encephalitis
1484,other,Measles with intestinal complications,A554,A554.00,286772012.0,186562009.0,286772012.0,Measles with intestinal complications
1485,Viral URTI,Simple chronic pharyngitis,H1210,H121000,481672015.0,2365002.0,481672015.0,Simple chronic pharyngitis
1486,other,Tuberculosis - scrofuloderma,A1702,A170200,89021000006112.0,82796002.0,137345013.0,Tuberculosis - scrofuloderma
1487,Viral URTI,Influenza with other manifestations,H27y,H27y.00,301421016.0,6142004.0,11203012.0,Influenza with other manifestations
1488,other,Other viral or chlamydial diseases,A78,A78..00,286958012.0,543791000000108.0,1212571000000112.0,Other viral or chlamydial diseases
1489,Genital,Subacute salpingitis,K4008,K400800,116452012.0,70120007.0,116452012.0,Subacute salpingitis
1490,Hepatobiliary,Gallbladder calculus with other cholecystitis + obstruct,J6411,J641100,797991000006115.0,235919008.0,353656010.0,Gallbladder calculus with other cholecystitis + obstruct
1491,other,"HIV disease result/haematological+immunologic abnorms,NEC",A788U,A788U00,825731000006117.0,943041000000105.0,2412691000000112.0,"HIV disease result/haematological+immunologic abnorms,NEC"
1492,Neuro,Toxoplasmosis encephalitis,F0334-1,F033411,296864016.0,192701001.0,296864016.0,Toxoplasmosis encephalitis
1493,other,Beef tapeworm infection,AC32-1,AC32.11,114877019.0,69163003.0,114877019.0,Beef tapeworm infection
1494,other,Sepsis of newborn due to other+unspecified streptococci,Q40W,Q40W.00,148841000006115.0,944061000000108.0,2415001000000119.0,Sepsis of newborn due to other+unspecified streptococci
1495,other,Notification of acute polio,65VD,65VD.00,264417019.0,170529003.0,264417019.0,Notification of acute polio
1496,Puerperal,,,,,,,
1497,Puerperal,,,,,,,
1498,Peritonitis,Chlamydial peritonitis,J5504,J550400,303245014.0,197172005.0,303245014.0,Chlamydial peritonitis
1499,Pyelonephritis,Acute pyonephrosis,K1013,K101300,304070012.0,197770008.0,304070012.0,Acute pyonephrosis
1500,Bone,Osteomyelitis of vertebra,N302C,N302C00,311867018.0,203219002.0,311867018.0,Infection of lumbar spine
1501,pneumonia,"Tuberculosis of lung, bacteriologically & histolog'y neg",A1250,A125000,89451000006113.0,186203002.0,286248018.0,"Tuberculosis of lung, bacteriologically & histolog'y neg"
1502,Gastrointestinal,Other specified gastrointestinal tract bacterial infection,A074,A074.00,286141018.0,312108008.0,455772010.0,Other specified gastrointestinal tract bacterial infection
1503,other,Tuberculosis of skin and subcutaneous tissue,A170,A170.00,406201015.0,271423008.0,406201015.0,Tuberculosis of skin and subcutaneous tissue
1504,other,Bordetella,A33-1,A33..11,77453010.0,26484003.0,483240018.0,Bordetella
1505,Genital,Salpingitis following abortive pregnancy,L0903,L090300,305546013.0,609483006.0,2966741015.0,Salpingitis following abortive pregnancy
1506,Genital,Subacute salpingo-oophoritis,K4007,K400700,304654011.0,198137009.0,304654011.0,Subacute salpingo-oophoritis
1507,pneumonia,Herpes simplex pneumonia,A54x4,A54x400,350073012.0,233624006.0,350073012.0,Herpes simplex pneumonia
1508,Bone,"Osteomyelitis, unspecified",N3028,N302800,311863019.0,60168000.0,99949018.0,Unspecified osteomyelitis of other specified site
1509,Cardiovascular,Acute rheumatic myocarditis,G012,G012.00,299567017.0,194709000.0,299567017.0,Acute rheumatic myocarditis
1510,Genital,Acute gonococcal orchitis,A9813-1,A981311,457231000006112.0,30168008.0,50480018.0,Acute gonococcal orchitis
1511,Neuro,Intracranial abscess,F040,F040.00,46219013.0,27614006.0,46219013.0,Intracranial abscess
1512,Neuro,Nonpyogenic meningitis,F020,F020.00,585841000006112.0,192679007.0,296827010.0,Nonpyogenic meningitis
1513,Pyelonephritis,Chronic pyelonephritis NOS,K100z,K100z00,304067013.0,63302006.0,105227013.0,Chronic pyelonephritis NOS
1514,Diverticulitis,Perforated diverticulum of jejunum,J5121,J512100,303149013.0,197106007.0,303149013.0,Perforated diverticulum of jejunum
1515,Cardiovascular,Rheumatic fever without heart involvement,G00,G00..00,40870016.0,24363009.0,40870016.0,Rheumatic fever without heart involvement
1516,other,Keratitis due to syphilis,F4A54,F4A5400,298354014.0,193786000.0,298354014.0,Keratitis due to syphilis
1517,other,Primary tonsil syphilis,A9123,A912300,1218996017.0,10345003.0,1218996017.0,Primary tonsil syphilis
1518,bacterial URTI,Other mastoid disorder NOS,F53y1,F53y100,299099019.0,55996006.0,93133010.0,Other mastoid disorder NOS
1519,other,Unspecified malaria,A846,A846.00,287144015.0,61462000.0,102111015.0,Unspecified malaria
1520,other,Measles with unspecified complication,A55y,A55y.00,286775014.0,14189004.0,24142018.0,Measles with unspecified complication
1521,other,Actinomycosis unspecified site,A39z,A39z.00,286533011.0,11817007.0,20392016.0,Actinomycosis unspecified site
1522,Bone,Other chronic osteomyelitis,N301-2,N301.12,798701000006111.0,75886002.0,503142011.0,Garre's sclerosing osteomyelitis
1523,other,Coxsackie endocarditis,A7422,A742200,146107014.0,88129004.0,146107014.0,Coxsackie endocarditis
1524,pneumonia,Nodular lung tuberculosis,A111,A111.00,1788181018.0,80602006.0,1788181018.0,Nodular lung tuberculosis
1525,Hepatobiliary,Gallbladder calculus with acute cholecystitis + obstruction,J6401,J640100,797951000006114.0,197378004.0,303542013.0,Gallbladder calculus with acute cholecystitis + obstruction
1526,pneumonia,Acute bronchitis due to respiratory syncytial virus,H060D,H060D00,456031000006117.0,195727009.0,301115012.0,Acute bronchitis due to respiratory syncytial virus
1527,Cellulitis,Cellulitis and abscess of arm NOS,M033z,M033z00,308332010.0,200668008.0,308329012.0,Cellulitis and abscess of arm NOS
1528,Bone,Other acute osteomyelitis,N3005,N300500,400320011.0,268016009.0,400320011.0,Acute osteomyelitis of the pelvic region and thigh
1529,Genital,Chronic parametritis and pelvic cellulitis,K404,K404.00,304679014.0,198159006.0,304679014.0,Chronic parametritis and pelvic cellulitis
1530,bacterial URTI,Acute epiglottitis with obstruction,H0431,H043100,1467013.0,222008.0,1467013.0,Acute epiglottitis with obstruction
1531,other,Tick-borne relapsing fever,A871,A871.00,17938010.0,10301003.0,17938010.0,Tick-borne relapsing fever
1532,other,Herpes simplex septicaemia,A545,A545.00,495285017.0,448784003.0,2897311015.0,Herpes simplex septicaemia
1533,bacterial URTI,Acute mastoiditis without complications,F5300,F530000,469779010.0,335846001.0,469779010.0,Acute mastoiditis without complications
1534,other,Latent late congenital syphilis,A906,A906.00,750331000006112.0,827006.0,505222010.0,Latent late congenital syphilis
1535,other,Spirochaetal infection NOS,AAz,AAz..00,287474015.0,41116009.0,492887012.0,Spirochaetal infection NOS
1536,pneumonia,Pneumonia due to haemophilus influenzae,H222-1,H222.11,219851000006115.0,70036007.0,116320011.0,Pneumonia due to haemophilus influenzae
1537,Pyelonephritis,Chronic obstructive pyelonephritis,K1005,K100500,354330018.0,236379002.0,354330018.0,Chronic obstructive pyelonephritis
1538,Bone,Other chronic osteomyelitis,N301z,N301z00,311851012.0,40970001.0,68341014.0,Chronic osteomyelitis NOS
1539,UTI,Chronic gonococcal cystitis,A9831,A983100,147258010.0,88813005.0,147258010.0,Chronic gonococcal cystitis
1540,Peritonitis,Retrocaecal abscess,J552A,J552A00,30556011.0,18089006.0,30556011.0,Retrocaecal abscess
1541,other,Malignant pustule,A220-1,A220.11,140896018.0,84980006.0,140896018.0,Malignant pustule
1542,other,Plasmodium malariae malaria with nephropathy,A8441,A844100,287143014.0,186796004.0,287143014.0,Plasmodium malariae malaria with nephropathy
1543,Neuro,Post influenza vaccination encephalitis,F034G,F034G00,296887012.0,192721000.0,296887012.0,Post influenza vaccination encephalitis
1544,Genital,Other specified female pelvic inflammatory disease,K4y,K4y..00,304782012.0,198130006.0,304641016.0,Other specified female pelvic inflammatory disease
1545,Hepatobiliary,Gallbladder calculus with other cholecystitis,J641,J641.00,303544014.0,25924004.0,43438012.0,Gallbladder calculus with other cholecystitis
1546,Genital,Tuberculous cervicitis,A1670,A167000,104401018.0,62819009.0,104401018.0,Tuberculous cervicitis
1547,other,Abdominal actinomycosis,A392,A392.00,73186018.0,43894001.0,73186018.0,Abdominal actinomycosis
1548,other,Kedani fever,A812-2,A812.12,2551171016.0,271425001.0,2551171016.0,Kedani fever
1549,Hepatobiliary,Gallbladder calculus with other cholecystitis +no obstruct,J6410,J641000,798001000006113.0,235919008.0,353656010.0,Gallbladder calculus with other cholecystitis +no obstruct
1550,other,Malayan filariasis,AC51,AC51.00,127823010.0,76999009.0,127823010.0,Malayan filariasis
1551,Pyelonephritis,Renal carbuncle,K1022,K102200,158303015.0,3321001.0,6606012.0,Renal carbuncle
1552,Pyelonephritis,Tuberculous pyelonephritis,A1602,A160200,108231015.0,44323002.0,3320164011.0,Tuberculous pyelonephritis
1553,Genital,Trichomonal prostatitis,AD103,AD10300,118926015.0,71590000.0,118926015.0,Trichomonal prostatitis
1554,bacterial URTI,Gradenigo's syndrome,F5302,F530200,63283016.0,37936001.0,63283016.0,Gradenigo's syndrome
1555,bacterial URTI,Diphtheria NOS,A32z,A32z.00,286440010.0,397428000.0,1777082016.0,Diphtheria NOS
1556,Muscle,Gonococcal synovitis or tenosynovitis,A9851,A985100,395403013.0,266138002.0,395403013.0,Gonococcal synovitis or tenosynovitis
1557,other,"Maternal malaria in pregnancy, childbirth and the puerperium",L174,L174.00,716221000006110.0,199183007.0,306063014.0,"Maternal malaria in pregnancy, childbirth and the puerperium"
1558,pneumonia,Pneumonia with typhoid fever,H24y6,H24y600,220241000006115.0,45312009.0,1230217011.0,Pneumonia with typhoid fever
1559,other,Tuberculosis of retroperitoneal lymph nodes,A14y5,A14y500,27784014.0,16409009.0,27784014.0,Tuberculosis of retroperitoneal lymph nodes
1560,other,Malaria due to simian plasmodia,A8440,A844000,287142016.0,186795000.0,287142016.0,Malaria due to simian plasmodia
1561,pneumonia,Purulent pleurisy,H5014,H501400,1231843013.0,58554001.0,1231843013.0,Purulent pleurisy
1562,Neuro,Meningitis due to sarcoidosis,F013,F013.00,296819018.0,192673008.0,296819018.0,Meningitis due to sarcoidosis
1563,other,Pseudoscarlatina,A57y4,A57y400,286792017.0,186581001.0,286792017.0,Pseudoscarlatina
1564,other,Chagas' disease with digestive system involvement,A8610,A861000,287174011.0,186815006.0,287174011.0,Chagas' disease with digestive system involvement
1565,other,Tuberculosis seminal vesicle,A1651,A165100,82761000006110.0,12985005.0,22243017.0,Tuberculosis seminal vesicle
1566,other,Tuberculosis of tracheobronchial lymph nodes,A1212,A121200,142044014.0,85692003.0,142044014.0,Tuberculosis of tracheobronchial lymph nodes
1567,other,Bacillus fragilis/cause/diseases classified/oth chapters,A3BXG,A3BXG00,501921000006113.0,444313007.0,2841458015.0,Bacillus fragilis/cause/diseases classified/oth chapters
1568,Puerperal,Major puerperal infection NOS,L40zz,L40zz00,307690013.0,2858002.0,5833018.0,Major puerperal infection NOS
1569,other,Neuropathic arthropathy,N035,N035.00,500766011.0,67536000.0,500766011.0,Neuropathic arthropathy
1570,other,Vancomycin resistant enterococcal septicaemia,A3805,A380500,2532525012.0,310649002.0,454258011.0,Vancomycin resistant enterococcal septicaemia
1571,other,Proteus mirabilis infection,A3B60,A3B6000,1224987014.0,26195002.0,1224987014.0,Proteus mirabilis infection
1572,Neuro,Chronic meningitis,F022,F022.00,36355017.0,21664006.0,36355017.0,Chronic meningitis
1573,Bone,Other chronic osteomyelitis,N3010,N301000,311823015.0,40970001.0,68341014.0,Chronic osteomyelitis of unspecified site
1574,other,Viral agent as the cause of other diseases,A7y0,A7y0.00,287074013.0,34014006.0,56798014.0,Viral agent as the cause of other diseases
1575,other,Enteropathogenic Escherichia coli infection,A0700,A070000,360043018.0,240353001.0,360043018.0,Enteropathogenic Escherichia coli infection
1576,Bone,Enterobacterial spondylitis,N11y1,N11y100,311113014.0,202699004.0,311113014.0,Enterobacterial spondylitis
1577,Genital,Endocervicitis with Nabothian cyst,K4207,K420700,304733012.0,198206001.0,304733012.0,Endocervicitis with Nabothian cyst
1578,Cardiovascular,Rheumatoid myocarditis,G5y8,G5y8.00,300221014.0,195136004.0,300221014.0,Rheumatoid myocarditis
1579,pneumonia,Acute neisseria catarrhalis bronchitis,H0609,H060900,301109012.0,195722003.0,301109012.0,Acute Neisseria catarrhalis bronchitis
1580,Viral URTI,Chronic hypertrophic laryngitis,H1602,H160200,301245015.0,195813006.0,301245015.0,Chronic hypertrophic laryngitis
1581,UTI,Cystitis in actinomycosis,K1540,K154000,1230922019.0,5093001.0,1230922019.0,Cystitis in actinomycosis
1582,bacterial URTI,Subperiosteal mastoid abscess,F5301,F530100,1233461016.0,72102005.0,1233461016.0,Subperiosteal mastoid abscess
1583,Neuro,[X]Other viral meningitis,Ayu8C,Ayu8C00,288127016.0,58170007.0,96672018.0,[X]Other viral meningitis
1584,other,Coronavirus infection,A795,A795.00,287060018.0,186747009.0,287060018.0,Coronavirus infection
1585,other,Indeterminate leprosy (type I),A302,A302.00,781961000006119.0,14386001.0,24451016.0,Indeterminate leprosy (type I)
1586,other,HIV disease resulting in multiple infections,A7894,A789400,287027016.0,186708007.0,287013014.0,HIV disease resulting in multiple infections
1587,Puerperal,Lymphangitis of breast - obstetric,L452-1,L452.11,411415010.0,275433009.0,411415010.0,Lymphangitis of breast - obstetric
1588,other,Zoonotic bacterial diseases,A2,A2...00,56591000006116.0,23002003.0,38644016.0,Zoonotic bacterial diseases
1589,other,Other specified respiratory tuberculosis NOS,A12yz,A12yz00,286257012.0,154283005.0,239551014.0,Other specified respiratory tuberculosis NOS
1590,Bone,Other chronic osteomyelitis,N3015-2,N301512,359774015.0,240149006.0,359774015.0,Thigh - chronic osteomyelitis
1591,other,Genitourinary tuberculosis NOS,A16z,A16z.00,286296018.0,4445009.0,7551011.0,Genitourinary tuberculosis NOS
1592,other,Syphilitic interstitial keratitis,A903,A903.00,74345010.0,44568006.0,74345010.0,Syphilitic interstitial keratitis
1593,Neuro,Staphylococcal meningitis,F003,F003.00,20946014.0,12166008.0,20946014.0,Staphylococcal meningitis
1594,Bone,"Osteomyelitis, unspecified",N3024,N302400,311859014.0,60168000.0,99949018.0,Unspecified osteomyelitis of the hand
1595,other,Other primary syphilis,A912,A912.00,287224019.0,266127002.0,395388018.0,Other primary syphilis
1596,pneumonia,Acute fibrinous bronchitis,H0600,H060000,301100011.0,195714005.0,301100011.0,Acute fibrinous bronchitis
1597,pneumonia,Ornithosis with pneumonia,A730,A730.00,134668017.0,81164001.0,134668017.0,Ornithosis with pneumonia
1598,other,Tuberculosis of urinary tract,A168,A168.00,2535679015.0,111830007.0,2535679015.0,Tuberculosis of urinary tract
1599,other,Herpes zoster with other CNS complications,A5310,A531000,822331000006110.0,111861003.0,179029018.0,Herpes zoster with other CNS complications
1600,Genital,Chronic gonococcal epididymo-orchitis,A9833,A983300,59281014.0,35526001.0,59281014.0,Chronic gonococcal epididymo-orchitis
1601,Genital,Parametritis following abortive pregnancy,L0901,L090100,305544011.0,609473007.0,2966725016.0,Parametritis following abortive pregnancy
1602,other,Juvenile dermatitis herpetiformis,M142,M142.00,10833016.0,5906000.0,10833016.0,Juvenile dermatitis herpetiformis
1603,other,Other specified meningococcal infection NOS,A36yz,A36yz00,286476011.0,23511006.0,39478011.0,Other specified meningococcal infection NOS
1604,Neuro,Epidural intracranial abscess,F0403,F040300,296919017.0,192743008.0,296919017.0,Epidural intracranial abscess
1605,Neuro,Listerial cerebral arteritis,A2703,A270300,286395017.0,186317009.0,286395017.0,Listerial cerebral arteritis
1606,Neuro,Epidural intraspinal abscess,F0410,F041000,768811000006115.0,63627007.0,1232479011.0,Epidural intraspinal abscess
1607,Pyelonephritis,Tuberculous pyelitis,A1601,A160100,61952018.0,37133005.0,61952018.0,Tuberculous pyelitis
1608,Gastrointestinal,Enterohaemorrhagic Escherichia coli infection,A0703,A070300,360044012.0,240354007.0,360044012.0,Enterohaemorrhagic Escherichia coli infection
1609,pneumonia,Pneumonia due to other specified bacteria,H22y,H22y.00,301370018.0,53084003.0,88303013.0,Pneumonia due to other specified bacteria
1610,other,Tuberculosis myocardium,A17y1,A17y100,89101000006115.0,47292005.0,78843017.0,Tuberculosis myocardium
1611,Neuro,Meningitis due to listeriosis,F0071,F007100,1227542011.0,31568009.0,1227542011.0,Meningitis due to listeriosis
1612,bacterial URTI,Gonococcal pharynx infection,A986,A986.00,805501000006113.0,74372003.0,1233737010.0,Gonococcal pharynx infection
1613,other,"Streptococc,group D/cause/disease classified/oth chapters",A3BX3,A3BX300,128761000006111.0,40733004.0,492755015.0,"Streptococc,group D/cause/disease classified/oth chapters"
1614,other,Other specified respiratory tuberculosis,A12y,A12y.00,286252018.0,154283005.0,239551014.0,Other specified respiratory tuberculosis
1615,Neuro,ECHO viral meningitis,A421,A421.00,296811015.0,192667007.0,296811015.0,ECHO viral meningitis
1616,Gastrointestinal,Enteroinvasive Escherichia coli infection,A0702,A070200,360051015.0,240355008.0,360051015.0,Enteroinvasive Escherichia coli infection
1617,other,Bunyamwera fever,A6630,A663000,131687012.0,79376002.0,131687012.0,Bunyamwera fever
1618,other,Enteroviral exanthematous fever,A4y1,A4y1.00,128598018.0,77470003.0,128598018.0,Enteroviral exanthematous fever
1619,other,Framboesia,AA2-1,AA2..11,1233296019.0,70647001.0,1233296019.0,Framboesia
1620,other,Scrofulous tuberculous abscess,A1721,A172100,286311013.0,186259007.0,286311013.0,Scrofulous tuberculous abscess
1621,Gastrointestinal,Foodborne Bacillus cereus intoxication,A04y0,A04y000,1222370018.0,19894004.0,1222370018.0,Foodborne Bacillus cereus intoxication
1622,Bone,"Pyogenic arthritis, unspecified",N0103-1,N010311,359267014.0,239778009.0,359267014.0,Wrist pyogenic arthritis
1623,Muscle,Gas gangrene,A3A0,A3A0.00,798761000006112.0,80466000.0,133518010.0,Gas gangrene
1624,Bone,"Osteomyelitis, unspecified",N3021,N302100,311856019.0,60168000.0,99949018.0,Unspecified osteomyelitis of the shoulder region
1625,Peritonitis,Pelvic peritonitis following abortive pregnancy,L0902,L090200,305545012.0,609474001.0,2966773014.0,Pelvic peritonitis following abortive pregnancy
1626,Neuro,Encephalitis due to varicella,F0350-1,F035011,641091000006111.0,186509002.0,286690017.0,Encephalitis due to varicella
1627,pneumonia,Pleuropneumonia-like organism (PPLO) infection,A3By4,A3By400,219291000006113.0,46970008.0,494705012.0,Pleuropneumonia-like organism (PPLO) infection
1628,Genital,Chronic gonococcal endometritis,A9836,A983600,53464010.0,31999004.0,53464010.0,Chronic gonococcal endometritis
1629,other,Other specified viral and chlamydial diseases NOS,A78yz,A78yz00,287049010.0,543791000000108.0,1212571000000112.0,Other specified viral and chlamydial diseases NOS
1630,Diverticulitis,Diverticulitis of the large intestine unspecified,J5116,J511600,303143014.0,4494009.0,7629011.0,Diverticulitis of the large intestine unspecified
1631,Hepatobiliary,Chronic cholangitis,J6611,J661100,119489014.0,71912000.0,119489014.0,Chronic cholangitis
1632,Viral URTI,Acute suppurative laryngitis,H0406,H040600,301059018.0,195686006.0,301059018.0,Acute suppurative laryngitis
1633,Gastrointestinal,Typhoid and paratyphoid fevers,A01,A01..00,286066017.0,186090001.0,286066017.0,Typhoid and paratyphoid fevers
1634,other,"Arthropathy with other viral disease, of multiple sites",N015x,N015x00,493281000006111.0,239780003.0,359269012.0,"Arthropathy with other viral disease, of multiple sites"
1635,Gastrointestinal,Listeria infection,A2700,A270000,1229865016.0,4241002.0,1229865016.0,Listeria infection
1636,Neuro,Encephalitis due to herpes zoster,F0309,F030900,640911000006110.0,230176008.0,344958013.0,Encephalitis due to herpes zoster
1637,other,"HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu",A789X,A789X00,825711000006111.0,86406008.0,143288017.0,"HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu"
1638,other,Other and unspecified helminthiases,AC8,AC8..00,287848015.0,27601005.0,46186016.0,Other and unspecified helminthiases
1639,bacterial URTI,Abscess of trachea,H1yz0,H1yz000,94688016.0,56937005.0,1231668013.0,Abscess of trachea
1640,Bone,Gonococcal spondylitis,A9853,A985300,89215016.0,53664003.0,89215016.0,Gonococcal spondylitis
1641,Neuro,Toxoplasma meningoencephalitis,AD00,AD00.00,296865015.0,192701001.0,296865015.0,Toxoplasma meningoencephalitis
1642,Gastrointestinal,Listeria septicaemia,A2701,A270100,500396015.0,449335002.0,2897200014.0,Listeria septicaemia
1643,other,Zika fever,A663D,A663D00,8553012.0,3928002.0,8553012.0,Zika fever
1644,pneumonia,Pneumonia with candidiasis,H2470,H247000,220051000006110.0,3487004.0,6881018.0,Pneumonia with candidiasis
1645,Neuro,Polyneuropathy in diphtheria,F3743,F374300,345519017.0,230596007.0,345519017.0,Polyneuropathy in diphtheria
1646,other,Herpes zoster with other central nervous system complication,A531,A531.00,395349015.0,111861003.0,179029018.0,Herpes zoster with other central nervous system complication
1647,Neuro,Tuberculoma of brain,A132,A132.00,2548770013.0,416265003.0,2548770013.0,Tuberculoma of brain
1648,Genital,Chronic oophoritis,K4010,K401000,54399018.0,32582007.0,54399018.0,Chronic oophoritis
1649,other,Tuberculous nephropathy,A1600,A160000,286285014.0,44323002.0,3320160019.0,Tuberculous nephropathy
1650,other,Disseminated zoster,A53x1,A53x100,625341000006116.0,55560002.0,92352018.0,Disseminated zoster
1651,other,E coli as cause of diseases classified to other chapters,A3BXC,A3BXC00,633511000006110.0,71057007.0,118012014.0,E coli as cause of diseases classified to other chapters
1652,Hepatobiliary,Acute hepatitis E,A7052,A705200,353577017.0,235867002.0,353577017.0,Acute hepatitis E
1653,Cellulitis,Cellulitis of trunk,M0328,M032800,541421000006113.0,46876003.0,78133018.0,Cellulitis of trunk
1654,other,Gonococcal rectal infection,A9871,A987100,287348013.0,42746002.0,493427012.0,Gonococcal rectal infection
1655,pneumonia,Pneumonia due to other aerobic gram-negative bacteria,H22yX,H22yX00,219881000006111.0,53084003.0,88303013.0,Pneumonia due to other aerobic gram-negative bacteria
1656,Neuro,Encephalitis due to rickettsia EC,F031,F031.00,296853019.0,419868009.0,2574515013.0,Encephalitis due to rickettsia EC
1657,other,Bwamba fever,A6631,A663100,74369014.0,44583001.0,74369014.0,Bwamba fever
1658,Bone,Other chronic osteomyelitis,N3015,N301500,400322015.0,268018005.0,400322015.0,Chronic osteomyelitis of the pelvic region and thigh
1659,Neuro,Meningitis due to escherichia coli,F00y2,F00y200,706381000006119.0,192655005.0,296793013.0,Meningitis due to escherichia coli
1660,Neuro,Enteroviral encephalitis,A4y0,A4y0.00,344940019.0,230162007.0,344940019.0,Enteroviral encephalitis
1661,pneumonia,[X]Other viral pneumonia,Hyu08,Hyu0800,301809014.0,75570004.0,125510013.0,[X]Other viral pneumonia
1662,other,Urinary calculus in schistosomiasis,K1A,K1A..00,304368014.0,197954003.0,304368014.0,Urinary calculus in schistosomiasis
1663,other,Congenital falciparum malaria,Q4025,Q402500,412928014.0,276671000.0,412928014.0,Congenital falciparum malaria
1664,other,Syphilitic parkinsonism,A94y1,A94y100,64875013.0,38523005.0,64875013.0,Syphilitic parkinsonism
1665,Neuro,Subacute sclerosing panencephalitis,A412,A412.00,296838010.0,192685000.0,296838010.0,Subacute sclerosing panencephalitis
1666,Neuro,Pseudomonas meningitis,F00y6-1,F00y611,296801010.0,192660009.0,296801010.0,Pseudomonas meningitis
1667,other,"[X]Streptococc,group B/cause/disease classified/oth chapters",AyuK1,AyuK100,427691000006112.0,85769006.0,142172016.0,"[X]Streptococc,group B/cause/disease classified/oth chapters"
1668,bacterial URTI,Acute bacterial laryngitis unspecified,H040x,H040x00,301064019.0,849571000000102.0,2201631000000118.0,Acute bacterial laryngitis unspecified
1669,other,"[X]Staphylococcal infection, unspecified",Ayu3S,Ayu3S00,288064012.0,56038003.0,93212013.0,"[X]Staphylococcal infection, unspecified"
1670,Bone,Other acute osteomyelitis,N300M,N300M00,311803016.0,203168008.0,311803016.0,Acute osteomyelitis-metacarpal
1671,other,[X]Other specified bacterial diseases,Ayu3R,Ayu3R00,288063018.0,87628006.0,145291019.0,[X]Other specified bacterial diseases
1672,other,[X]Staphylococ aureus/cause/diseases classified/oth chapters,AyuK6,AyuK600,427541000006116.0,56038003.0,93212013.0,[X]Staphylococ aureus/cause/diseases classified/oth chapters
1673,other,Other specified viral diseases with exanthemata,A5y,A5y..00,286798018.0,186504007.0,286679010.0,Other specified viral diseases with exanthemata
1674,Viral URTI,[X]Acute upper respiratory infections,Hyu0,Hyu0.00,362471000006114.0,54398005.0,90415012.0,[X]Acute upper respiratory infections
1675,other,[X]Measles without complication,AyuA7,AyuA700,288156016.0,14189004.0,24142018.0,[X]Measles without complication
1676,Genital,Chlamydial inf of pelviperitoneum oth genitourinary organs,A78A3,A78A300,550791000006114.0,312099009.0,455763019.0,Chlamydial inf of pelviperitoneum oth genitourinary organs
1677,Neuro,Other causes of encephalitis,F03y,F03y.00,399391012.0,45170000.0,75325010.0,Other causes of encephalitis
1678,other,Other specified septicaemias,A38y,A38y.00,286511014.0,91302008.0,151276018.0,Other specified septicaemias
1679,Bone,"Pyogenic arthritis, unspecified",N0102,N010200,400157014.0,239779001.0,359268016.0,Pyogenic arthritis of the upper arm
1680,other,Miliary tuberculosis NOS,A18z,A18z.00,286336019.0,47604008.0,79348014.0,Miliary tuberculosis NOS
1681,Bone,Other acute osteomyelitis,N300T,N300T00,311808013.0,203173002.0,311808013.0,Acute osteomyelitis-fibula
1682,bacterial URTI,Acute bacterial pharyngitis NOS,H023z,H023z00,301027013.0,195658003.0,301024018.0,Acute bacterial pharyngitis NOS
1683,Neuro,Otogenic intracranial abscess,F0402,F040200,296917015.0,192741005.0,296917015.0,Otogenic intracranial abscess
1684,other,Isolated tracheal or bronchial tuberculosis NOS,A122z,A122z00,286235017.0,700273003.0,2990051010.0,Isolated tracheal or bronchial tuberculosis NOS
1685,Hepatobiliary,Recurrent hepatitis,J6143,J614300,303407011.0,197286002.0,303407011.0,Recurrent hepatitis
1686,other,Louse-borne epidemic typhus,A80,A80..00,491941019.0,39111003.0,491941019.0,Louse-borne epidemic typhus
