,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,CleansedReadCode,Term
586,Obstructive and reflux uropathy,454285016.0,310670008.0,454285016.0,K113,K113,Hydronephrosis with ureteropelvic junction obstruction
587,Obstructive and reflux uropathy,454284017.0,310670008.0,454284017.0,K113-1,K113-1,Hydronephrosis with pelviureteric junction obstruction
588,Obstructive and reflux uropathy,830031000006111.0,43064006.0,71850014.0,K11X,K11X,Hydronephrosis with ureteral stricture NEC
589,Obstructive and reflux uropathy,304097017.0,43064006.0,71850014.0,K11z,K11z,Hydronephrosis NOS
590,Obstructive and reflux uropathy,42488011.0,25341005.0,42488011.0,K133,K133,Stricture of ureter
591,Obstructive and reflux uropathy,304129012.0,197805009.0,304129012.0,K1330,K1330,Postoperative ureteric constriction
592,Obstructive and reflux uropathy,60725010.0,36388008.0,60725010.0,K1331,K1331,Stricture of pelviureteric junction
593,Obstructive and reflux uropathy,304131015.0,25341005.0,42488011.0,K133z,K133z,Stricture of ureter NOS
594,Obstructive and reflux uropathy,304132010.0,20018005.0,33693011.0,K134,K134,Other ureteric obstruction
595,Obstructive and reflux uropathy,81833016.0,197808006.0,304135012.0,K1340,K1340,Idiopathic retroperitoneal fibrosis
596,Obstructive and reflux uropathy,304136013.0,20018005.0,33693011.0,K134z,K134z,Occlusion of ureter NOS
597,Obstructive and reflux uropathy,512205011.0,69758005.0,115874017.0,K135,K135,Hydroureter
598,Obstructive and reflux uropathy,304138014.0,197811007.0,304138014.0,K137,K137,Vesicoureteric reflux
599,Obstructive and reflux uropathy,304140016.0,197811007.0,304140016.0,K137-1,K137-1,Ureteric reflux
600,Obstructive and reflux uropathy,396728011.0,7163005.0,12812019.0,K196,K196,Urinary obstruction unspecified
601,Obstructive and reflux uropathy,267921000006110.0,7163005.0,12812019.0,K196-1,K196-1,"Obstructive uropathy, unspecified"
602,Obstructive and reflux uropathy,305173019.0,43064006.0,71850014.0,Kyu11,Kyu11,[X]Other and unspecified hydronephrosis
603,Obstructive and reflux uropathy,305174013.0,7163005.0,12812019.0,Kyu12,Kyu12,[X]Other obstructive and reflux uropathy
604,Obstructive and reflux uropathy,305175014.0,7163005.0,12812019.0,Kyu13,Kyu13,"[X]Obstructive and reflux uropathy, unspecified"
605,Obstructive and reflux uropathy,305189016.0,43064006.0,71850014.0,Kyu1F,Kyu1F,[X]Hydronephrosis with ureteral stricture NEC
606,Personality disorders,230091000006118.0,33449004.0,55821010.0,E21,E21,Personality disorders
607,Personality disorders,675911000006115.0,33449004.0,55821010.0,E21-1,E21-1,Neurotic personality disorder
608,Personality disorders,23211011.0,13601005.0,23211011.0,E210,E210,Paranoid personality disorder
609,Personality disorders,88108012.0,52954000.0,88108012.0,E212,E212,Schizoid personality disorder
610,Personality disorders,295049014.0,52954000.0,88108012.0,E2120,E2120,Unspecified schizoid personality disorder
611,Personality disorders,746351000006118.0,268633003.0,401784013.0,E2121,E2121,Introverted personality
612,Personality disorders,155281000006119.0,31027006.0,51933014.0,E2122,E2122,Schizotypal personality
613,Personality disorders,295052018.0,52954000.0,88108012.0,E212z,E212z,Schizoid personality disorder NOS
614,Personality disorders,347011014.0,231527003.0,347011014.0,E213,E213,Explosive personality disorder
615,Personality disorders,474121000006111.0,286798002.0,426255014.0,E213-1,E213-1,Aggressive personality
616,Personality disorders,195991000006117.0,231527003.0,347011014.0,E213-2,E213-2,Quarrelsome personality
617,Personality disorders,577931000006110.0,473456000.0,2957161013.0,E214,E214,Compulsive personality disorders
618,Personality disorders,481471000006112.0,1376001.0,475486014.0,E214-1,E214-1,Anancastic personality
619,Personality disorders,481481000006110.0,1376001.0,475488010.0,E2140,E2140,Anankastic personality
620,Personality disorders,475487017.0,1376001.0,475487017.0,E2141,E2141,Obsessional personality
621,Personality disorders,295063015.0,473456000.0,2957161013.0,E214z,E214z,Compulsive personality disorder NOS
622,Personality disorders,824751000006111.0,55341008.0,92006017.0,E215,E215,Histrionic personality disorders
623,Personality disorders,787571000006113.0,55341008.0,497204019.0,E215-1,E215-1,Hysterical personality disorders
624,Personality disorders,295064014.0,55341008.0,92006017.0,E2150,E2150,Unspecified histrionic personality disorder
625,Personality disorders,640481000006113.0,191765005.0,295065010.0,E2152,E2152,Emotionally unstable personality
627,Personality disorders,295067019.0,55341008.0,92006017.0,E215z,E215z,Histrionic personality disorder NOS
628,Personality disorders,782871000006113.0,84466009.0,140060016.0,E216,E216,Inadequate personality disorder
629,Personality disorders,496091000006112.0,84466009.0,140060016.0,E216-1,E216-1,Asthenic personality
630,Personality disorders,223661000000115.0,84466009.0,140060016.0,E216-2,E216-2,Dependent personality
631,Personality disorders,735811000006119.0,191765005.0,295065010.0,E216-3,E216-3,Labile personality
632,Personality disorders,487991000006113.0,26665006.0,44645013.0,E217,E217,Antisocial or sociopathic personality disorder
633,Personality disorders,480071000006112.0,26665006.0,483298014.0,E217-1,E217-1,Amoral personality
634,Personality disorders,295077017.0,33449004.0,55821010.0,E21y,E21y,Other personality disorders
635,Personality disorders,133885012.0,80711002.0,133885012.0,E21y0,E21y0,Narcissistic personality disorder
636,Personality disorders,62962010.0,37746008.0,62962010.0,E21y1,E21y1,Avoidant personality disorder
637,Personality disorders,33677019.0,20010003.0,33677019.0,E21y2,E21y2,Borderline personality disorder
638,Personality disorders,1230168015.0,44966003.0,1230168015.0,E21y3,E21y3,Passive-aggressive personality disorder
639,Personality disorders,295079019.0,191772006.0,295079019.0,E21y4,E21y4,Eccentric personality disorder
640,Personality disorders,295080016.0,191773001.0,295080016.0,E21y5,E21y5,Immature personality disorder
641,Personality disorders,295081017.0,191774007.0,295081017.0,E21y6,E21y6,Masochistic personality disorder
642,Personality disorders,401785014.0,268634009.0,401785014.0,E21y7,E21y7,Psychoneurotic personality disorder
643,Personality disorders,675901000006118.0,33449004.0,55821010.0,E21y7-1,E21y7-1,Neurotic personality
644,Personality disorders,401786010.0,33449004.0,55821010.0,E21yz,E21yz,Other personality disorder NOS
645,Personality disorders,453182018.0,309711009.0,453182018.0,E21yz-1,E21yz-1,Manipulative personality
646,Personality disorders,401787018.0,33449004.0,55821010.0,E21z,E21z,Personality disorder NOS
647,Personality disorders,199821000006114.0,26665006.0,483297016.0,E21z-1,E21z-1,Psychopathic personality
648,Personality disorders,295568017.0,192097003.0,295568017.0,E2C35,E2C35,Isolated explosive disorder
649,Personality disorders,296460017.0,33449004.0,55821010.0,Eu60,Eu60,[X]Specific personality disorders
650,Personality disorders,418201000006111.0,13601005.0,23211011.0,Eu600,Eu600,[X]Paranoid personality disorder
651,Personality disorders,424331000006112.0,13601005.0,23211011.0,Eu600-3,Eu600-3,[X]Querulant personality disorder
652,Personality disorders,425911000006118.0,13601005.0,23211011.0,Eu600-4,Eu600-4,[X]Sensitive paranoid personality disorder
653,Personality disorders,425591000006118.0,52954000.0,88108012.0,Eu601,Eu601,[X]Schizoid personality disorder
654,Personality disorders,378071000006112.0,26665006.0,483298014.0,Eu602,Eu602,[X]Dissocial personality disorder
655,Personality disorders,363081000006112.0,26665006.0,483298014.0,Eu602-1,Eu602-1,[X]Amoral personality disorder
656,Personality disorders,363561000006112.0,26665006.0,44645013.0,Eu602-2,Eu602-2,[X]Antisocial personality disorder
657,Personality disorders,363921000006112.0,26665006.0,483298014.0,Eu602-3,Eu602-3,[X]Asocial personality disorder
658,Personality disorders,424211000006110.0,26665006.0,483297016.0,Eu602-4,Eu602-4,[X]Psychopathic personality disorder
659,Personality disorders,427091000006119.0,26665006.0,483299018.0,Eu602-5,Eu602-5,[X]Sociopathic personality disorder
660,Personality disorders,379701000006110.0,191765005.0,295065010.0,Eu603,Eu603,[X]Emotionally unstable personality disorder
661,Personality disorders,362851000006118.0,191765005.0,295065010.0,Eu603-1,Eu603-1,[X]Aggressive personality disorder
662,Personality disorders,367941000006111.0,20010003.0,33677019.0,Eu603-2,Eu603-2,[X]Borderline personality disorder
663,Personality disorders,380611000006117.0,191765005.0,295065010.0,Eu603-3,Eu603-3,[X]Explosive personality disorder
664,Personality disorders,388871000006111.0,55341008.0,92006017.0,Eu604,Eu604,[X]Histrionic personality disorder
665,Personality disorders,389441000006113.0,55341008.0,497204019.0,Eu604-1,Eu604-1,[X]Hysterical personality disorder
667,Personality disorders,363221000006116.0,1376001.0,475488010.0,Eu605,Eu605,[X]Anankastic personality disorder
668,Personality disorders,371341000006110.0,1376001.0,475488010.0,Eu605-1,Eu605-1,[X]Compulsive personality disorder
669,Personality disorders,400311000006117.0,473457009.0,2957127011.0,Eu605-2,Eu605-2,[X]Obsessional personality disorder
670,Personality disorders,400351000006116.0,1376001.0,475488010.0,Eu605-3,Eu605-3,[X]Obsessive-compulsive personality disorder
671,Personality disorders,363691000006117.0,231528008.0,347013012.0,Eu606,Eu606,[X]Anxious [avoidant] personality disorder
672,Personality disorders,376671000006117.0,84466009.0,140060016.0,Eu607,Eu607,[X]Dependent personality disorder
673,Personality disorders,366421000006114.0,84466009.0,140060016.0,Eu607-1,Eu607-1,[X]Asthenic personality disorder
674,Personality disorders,389581000006115.0,84466009.0,140060016.0,Eu607-2,Eu607-2,[X]Inadequate personality disorder
675,Personality disorders,418531000006117.0,84466009.0,140060016.0,Eu607-3,Eu607-3,[X]Passive personality disorder
676,Personality disorders,425841000006112.0,84466009.0,140060016.0,Eu607-4,Eu607-4,[X]Self defeating personality disorder
677,Personality disorders,2160091013.0,404684003.0,2156578010.0,Eu608,Eu608,[X]Addictive personality
678,Personality disorders,401898014.0,33449004.0,55821010.0,Eu60y,Eu60y,[X]Other specific personality disorders
679,Personality disorders,379511000006118.0,33449004.0,55821010.0,Eu60y-1,Eu60y-1,[X]Eccentric personality disorder
680,Personality disorders,388391000006117.0,33449004.0,55821010.0,Eu60y-2,Eu60y-2,[X]Haltlose type personality disorder
681,Personality disorders,389491000006116.0,33449004.0,55821010.0,Eu60y-3,Eu60y-3,[X]Immature personality disorder
682,Personality disorders,399451000006114.0,80711002.0,133885012.0,Eu60y-4,Eu60y-4,[X]Narcissistic personality disorder
683,Personality disorders,424201000006112.0,268634009.0,401785014.0,Eu60y-6,Eu60y-6,[X]Psychoneurotic personality disorder
684,Personality disorders,296488011.0,33449004.0,55821010.0,Eu60z,Eu60z,"[X]Personality disorder, unspecified"
685,Personality disorders,1222259010.0,33449004.0,55821010.0,Eu60z-1,Eu60z-1,[X]Character neurosis NOS
686,Personality disorders,418571000006119.0,33449004.0,55821010.0,Eu60z-2,Eu60z-2,[X]Pathological personality NOS
687,Personality disorders,296489015.0,33449004.0,55821010.0,Eu61,Eu61,[X]Mixed and other personality disorders
688,Trigeminal neuralgia,211241000006115.0,17974002.0,30355011.0,A5312,A5312,Postherpetic trigeminal neuralgia
689,Trigeminal neuralgia,30355011.0,17974002.0,30355011.0,F300,F300,Post-herpetic trigeminal neuralgia
690,Trigeminal neuralgia,297427010.0,31681005.0,52933011.0,F301,F301,Other specified trigeminal neuralgia
691,Trigeminal neuralgia,52935016.0,31681005.0,52935016.0,F3010,F3010,Tic douloureux
692,Trigeminal neuralgia,297428017.0,31681005.0,52933011.0,F301z,F301z,Trigeminal neuralgia NOS
693,Vitiligo,145353016.0,87666009.0,145353016.0,F4E53-1,F4E53-1,Vitiligo of eyelid
694,Vitiligo,94346015.0,56727007.0,94346015.0,M2951,M2951,Vitiligo
695,Spondylolisthesis,527151000006116.0,265717009.0,394583018.0,7J341-2,7J341-2,Buck fusion of lumbar spine for spondylolisthesis
696,Spondylolisthesis,394592015.0,265726007.0,394592015.0,7J485,7J485,Spondylolisthesis operation
697,Spondylolisthesis,802211000006119.0,265726007.0,394592015.0,7J485-1,7J485-1,Gill excision of spondylolisthesis
698,Spondylolisthesis,276668012.0,178805003.0,276668012.0,7J48K,7J48K,Reduction of spondylolisthesis and fusion
699,Spondylolisthesis,276669016.0,178806002.0,276669016.0,7J48L,7J48L,Fusion spondylolisthesis in situ
700,Spondylolisthesis,312465016.0,203681002.0,312465016.0,N384,N384,Acquired spondylolisthesis
701,Spondylolisthesis,312466015.0,203682009.0,312466015.0,N3840,N3840,Dysplastic spondylolisthesis
702,Spondylolisthesis,312467012.0,203683004.0,312467012.0,N3841,N3841,Isthmic spondylolisthesis
703,Spondylolisthesis,7967011.0,4046000.0,7967011.0,N3842,N3842,Degenerative spondylolisthesis
704,Spondylolisthesis,312469010.0,203685006.0,312469010.0,N3843,N3843,Pedicular spondylolisthesis
705,Spondylolisthesis,461579014.0,44494000.0,74198015.0,Zw046,Zw046,[Q] Spondylolisthesis grade 1
706,Spondylolisthesis,461580012.0,62620001.0,104078019.0,Zw047,Zw047,[Q] Spondylolisthesis grade 2
707,Spondylolisthesis,461581011.0,13131000.0,22470010.0,Zw048,Zw048,[Q] Spondylolisthesis grade 3
708,Spondylolisthesis,461582016.0,3472009.0,6855017.0,Zw049,Zw049,[Q] Spondylolisthesis grade 4
709,Alopecia areata,113328010.0,68225006.0,113328010.0,M2401,M2401,Alopecia areata
710,Alopecia areata,44741000006112.0,5860009.0,10759012.0,M2401-1,M2401-1,Ophiasis
711,Alopecia areata,33266015.0,19754005.0,33266015.0,M240B,M240B,Alopecia totalis
712,Alopecia areata,142888018.0,86166000.0,142888018.0,M240K,M240K,Alopecia universalis
713,Alopecia areata,10759012.0,5860009.0,10759012.0,M240U,M240U,Ophiasis
714,Alopecia areata,309354017.0,68225006.0,113328010.0,Myu62,Myu62,[X]Other alopecia areata
716,Aplastic anaemias,448863016.0,306058006.0,448863016.0,D20,D20,Aplastic anaemia
717,Aplastic anaemias,590121000006115.0,28975000.0,484030019.0,D200,D200,Constitutional aplastic anaemia
718,Aplastic anaemias,514811000006112.0,5315003.0,496572011.0,D200-3,D200-3,Blackfan - Diamond syndrome
723,Aplastic anaemias,1216339013.0,30575002.0,1216339013.0,D2001-1,D2001-1,Fanconi's hypoplastic anaemia
725,Aplastic anaemias,411515013.0,275523003.0,411515013.0,D2002-1,D2002-1,Pancytopenia-dysmelia
726,Aplastic anaemias,399219010.0,267525005.0,399219010.0,D2003,D2003,Constitutional red cell aplasia and hypoplasia
727,Aplastic anaemias,514821000006116.0,5315003.0,496572011.0,D2003-1,D2003-1,Blackfan - Diamond syndrome
729,Aplastic anaemias,351130010.0,234373004.0,351130010.0,D2003-3,D2003-3,Constitutional red cell hypoplasia
731,Aplastic anaemias,294178016.0,88854002.0,3664231018.0,D2004,D2004,Erythrogenesis imperfecta
732,Aplastic anaemias,294179012.0,267525005.0,399219010.0,D200y,D200y,Other specified constitutional aplastic anaemia
733,Aplastic anaemias,497451015.0,55907008.0,497451015.0,D201,D201,Acquired aplastic anaemia
734,Aplastic anaemias,351070017.0,234343008.0,351070017.0,D201-1,D201-1,Normocytic anaemia due to aplasia
735,Aplastic anaemias,294190019.0,191244003.0,294190019.0,D2010,D2010,Aplastic anaemia due to chronic disease
736,Aplastic anaemias,399223019.0,267527002.0,399223019.0,D2011,D2011,Aplastic anaemia due to drugs
737,Aplastic anaemias,787861000006116.0,267527002.0,399223019.0,D2011-1,D2011-1,Hypoplastic anaemia due to drug or chemical substance
738,Aplastic anaemias,294198014.0,191246001.0,294198014.0,D2012,D2012,Aplastic anaemia due to infection
739,Aplastic anaemias,787871000006111.0,191246001.0,294198014.0,D2012-1,D2012-1,Hypoplastic anaemia due to infection
740,Aplastic anaemias,294201016.0,191247005.0,294201016.0,D2013-1,D2013-1,Radiation aplastic anaemia
741,Aplastic anaemias,294203018.0,191248000.0,294203018.0,D2014,D2014,Aplastic anaemia due to toxic cause
742,Aplastic anaemias,787891000006112.0,191248000.0,294203018.0,D2014-2,D2014-2,Hypoplastic anaemia due to toxic cause
743,Aplastic anaemias,2478769014.0,5876000.0,2478769014.0,D2015,D2015,Pancytopenia - acquired
744,Aplastic anaemias,399224013.0,127034005.0,322010.0,D2016,D2016,Pancytopenia NOS
746,Aplastic anaemias,351123016.0,234367000.0,351123016.0,D2016-2,D2016-2,Pancytopenia with pancreatitis
747,Aplastic anaemias,294211011.0,191251007.0,294211011.0,D2017,D2017,Transient hypoplastic anaemia
748,Aplastic anaemias,424321000006114.0,50715003.0,84523015.0,D2018,D2018,[X]Pure red cell aplasia
749,Aplastic anaemias,399225014.0,55907008.0,497451015.0,D201z,D201z,Acquired aplastic anaemia NOS
750,Aplastic anaemias,495763010.0,50715003.0,495763010.0,D201z-2,D201z-2,Red cell hypoplasia
751,Aplastic anaemias,152091000006116.0,50715003.0,84523015.0,D201z-3,D201z-3,Secondary red cell hypoplasia NEC
752,Aplastic anaemias,351126012.0,50715003.0,84523015.0,D201z-4,D201z-4,Secondary red cell aplasia NEC
753,Aplastic anaemias,149842011.0,90414007.0,149842011.0,D202,D202,Chronic acquired pure red cell aplasia
754,Aplastic anaemias,294222010.0,191255003.0,294222010.0,D203,D203,Transient acquired pure red cell aplasia
755,Aplastic anaemias,351132019.0,234375006.0,351132019.0,D2030,D2030,Transient erythroblastopenia of childhood
756,Aplastic anaemias,294223017.0,191256002.0,294223017.0,D204,D204,Idiopathic aplastic anaemia
757,Aplastic anaemias,454501000006110.0,234370001.0,351127015.0,D20X,D20X,"Acquired pure red cell aplasia, unspecified"
758,Aplastic anaemias,294227016.0,306058006.0,448863016.0,D20z,D20z,Aplastic anaemia NOS
759,Barrett's oesophagus,444916014.0,302914006.0,444916014.0,J1016-1,J1016-1,Barrett's oesophagus
760,Barrett's oesophagus,302387019.0,196609006.0,302387019.0,J1025,J1025,Barrett's ulcer of oesophagus
761,Barrett's oesophagus,1743031000006119.0,302914006.0,444916014.0,J10y6,J10y6,Barrett's oesophagus
762,Autonomic Neuropathy,1773241000006118.0,1773241000006102.0,1773241000006118.0,EMISNQAU90,EMISNQAU90,autonomic dysreflexia
763,Autonomic Neuropathy,3512092015.0,734947007.0,3512092015.0,^ESCT1164904,^ESCT1164904,complex regional pain syndrome type i
764,Autonomic Neuropathy,2702531000006114.0,12731000.0,21857010.0,^ESCTHO270253,^ESCTHO270253,horner's syndrome
765,Autonomic Neuropathy,1.1903461000006116e+16,15743005.0,119301000006112.0,^ESCT1190346,^ESCT1190346,sudek's atrophy
766,Autonomic Neuropathy,255372014.0,164018003.0,255372014.0,2BE3,2BE3,O/E - Horner's syndrome
767,Autonomic Neuropathy,500291000006112.0,15241006.0,477252016.0,F17,F17,Autonomic nervous system disorders
768,Autonomic Neuropathy,143436010.0,86489003.0,143436010.0,F170,F170,Idiopathic peripheral autonomic neuropathy
769,Autonomic Neuropathy,86133015.0,51723007.0,86133015.0,F1700,F1700,Carotid sinus syndrome
770,Autonomic Neuropathy,297161015.0,192915005.0,297161015.0,F1701,F1701,Cervical sympathetic paralysis
771,Autonomic Neuropathy,297162010.0,86489003.0,143436010.0,F170z,F170z,Idiopathic peripheral autonomic neuropathy NOS
772,Autonomic Neuropathy,297163017.0,128123007.0,194717012.0,F171,F171,Peripheral autonomic neuropathy disease EC
773,Autonomic Neuropathy,297164011.0,192918007.0,297164011.0,F1710,F1710,Autonomic neuropathy due to amyloid
775,Autonomic Neuropathy,297165012.0,11060002.0,19167016.0,F171z,F171z,Peripheral autonomic neuropathy due to disease NOS
776,Autonomic Neuropathy,358981000006112.0,271730003.0,406625018.0,F172,F172,[X] Horners syndrome
777,Autonomic Neuropathy,4637014.0,712537009.0,3082984014.0,F173,F173,Shoulder-hand syndrome
778,Autonomic Neuropathy,208437018.0,129618003.0,208437018.0,F175,F175,Autonomic dysreflexia
779,Autonomic Neuropathy,399402010.0,15241006.0,25864017.0,F17z,F17z,Autonomic nervous system disorder NOS
780,Autonomic Neuropathy,21857010.0,271730003.0,406625018.0,F17z-1,F17z-1,Horner's syndrome
781,Autonomic Neuropathy,506064012.0,84438001.0,506064012.0,F17z-2,F17z-2,Autonomic failure
782,Autonomic Neuropathy,2477180015.0,408751001.0,2477180015.0,F347,F347,Complex regional pain syndrome type II
783,Autonomic Neuropathy,206425010.0,128200000.0,206425010.0,F369,F369,Complex regional pain syndrome
784,Autonomic Neuropathy,366601000006119.0,15241006.0,25864017.0,FyuAC,FyuAC,[X]Autonomic neuropathy/endocrine+metabolic diseases CE
785,Autonomic Neuropathy,409661000006115.0,15241006.0,25864017.0,FyuAD,FyuAD,[X]Other disordrs/autonomic nervous system/other diseases CE
789,Autonomic Neuropathy,2475469012.0,15743005.0,26677017.0,N3371,N3371,Sudek's atrophy
795,Autonomic Neuropathy,495737017.0,128200000.0,206425010.0,N33C,N33C,Complex regional pain syndrome type I
797,Autonomic Neuropathy,163861000006115.0,29159009.0,48793017.0,P2x5,P2x5,Riley - Day syndrome
798,Folate deficiency anaemia,506650011.0,85649008.0,881951000006119.0,D012-99,D012-99,Folate deficiency anaemia
799,Folate deficiency anaemia,3892461000006113.0,85649008.0,506651010.0,^ESCTFO389246,^ESCTFO389246,folic acid deficiency anaemia
800,Folate deficiency anaemia,293006011.0,190633005.0,293006011.0,C2620,C2620,Folic acid deficiency
801,Folate deficiency anaemia,763221000006115.0,85649008.0,506649011.0,D012,D012,Folate-deficiency anaemia
802,Folate deficiency anaemia,506651010.0,85649008.0,506649011.0,D012-1,D012-1,Folic acid deficiency anaemia
803,Folate deficiency anaemia,763231000006117.0,267518003.0,399202013.0,D0121,D0121,Folate-deficiency anaemia due to dietary causes
804,Folate deficiency anaemia,804971000006111.0,15332004.0,26006014.0,D0121-1,D0121-1,Goat's milk anaemia
805,Folate deficiency anaemia,763271000006119.0,191148006.0,293935017.0,D0122,D0122,"Folate-deficiency anaemia, drug induced"
806,Folate deficiency anaemia,763251000006112.0,191149003.0,293938015.0,D0123,D0123,Folate-deficiency anaemia due to malabsorption
807,Folate deficiency anaemia,763241000006110.0,191150003.0,293939011.0,D0124,D0124,Folate-deficiency anaemia due to liver disorders
808,Folate deficiency anaemia,763261000006114.0,85649008.0,506650011.0,D012z,D012z,Folate-deficiency anaemia NOS
809,Folate deficiency anaemia,293948018.0,191154007.0,293948018.0,D0130,D0130,Combined B12 and folate deficiency anaemia
810,Folate deficiency anaemia,294572011.0,85649008.0,506650011.0,Dyu03,Dyu03,[X]Other folate deficiency anaemias
811,Glomerulonephritis,1.1904541000006116e+16,281860005.0,189231000006110.0,^ESCT1190454,^ESCT1190454,"recurrent and persistent haematuria, dense deposit disease"
812,Glomerulonephritis,354514013.0,236504007.0,354514013.0,D3101,D3101,Henoch-Schonlein nephritis
813,Glomerulonephritis,354518011.0,236506009.0,354518011.0,G7521-1,G7521-1,Antiglomerular basement membrane disease
814,Glomerulonephritis,2214081000000112.0,236506009.0,2214081000000112.0,G7521-2,G7521-2,Anti GBM disease - Antiglomerular basement membrane disease
816,Glomerulonephritis,354351015.0,61503006.0,102173012.0,K00-2,K00-2,Bright's disease
818,Glomerulonephritis,354363013.0,236398000.0,354363013.0,K0001,K0001,Crescentic glomerulonephritis
819,Glomerulonephritis,354364019.0,236398000.0,354364019.0,K0001-1,K0001-1,CGN - Crescentic glomerulonephritis
825,Glomerulonephritis,86957016.0,52254009.0,86957016.0,K01,K01,Nephrotic syndrome
826,Glomerulonephritis,303825013.0,197589005.0,303825013.0,K010,K010,Nephrotic syndrome with proliferative glomerulonephritis
827,Glomerulonephritis,303826014.0,197590001.0,303826014.0,K011,K011,Nephrotic syndrome with membranous glomerulonephritis
828,Glomerulonephritis,677621000006112.0,197591002.0,303827017.0,K012,K012,Nephrotic syndrome+membranoproliferative glomerulonephritis
829,Glomerulonephritis,396706011.0,266549004.0,396706011.0,K013,K013,Nephrotic syndrome with minimal change glomerulonephritis
830,Glomerulonephritis,74720014.0,44785005.0,74720014.0,K013-1,K013-1,Lipoid nephrosis
831,Glomerulonephritis,127091000006118.0,236380004.0,354331019.0,K013-2,K013-2,Steroid sensitive nephrotic syndrome
832,Glomerulonephritis,303832016.0,197593004.0,303832016.0,K014,K014,"Nephrotic syndrome, minor glomerular abnormality"
833,Glomerulonephritis,303833014.0,197594005.0,303833014.0,K015,K015,"Nephrotic syndrome, focal and segmental glomerular lesions"
834,Glomerulonephritis,303834015.0,197595006.0,303834015.0,K016,K016,"Nephrotic syndrome, diffuse membranous glomerulonephritis"
835,Glomerulonephritis,677461000006115.0,197596007.0,303835019.0,K017,K017,Nephrotic syn difus mesangial prolifertiv glomerulonephritis
836,Glomerulonephritis,677481000006113.0,197597003.0,303836018.0,K018,K018,"Nephrotic syn,difus endocapilary proliftv glomerulonephritis"
837,Glomerulonephritis,677471000006110.0,197598008.0,303837010.0,K019,K019,"Nephrotic syn,diffuse mesangiocapillary glomerulonephritis"
838,Glomerulonephritis,303838017.0,197599000.0,303838017.0,K01A,K01A,"Nephrotic syndrome, dense deposit disease"
839,Glomerulonephritis,303839013.0,197600002.0,303839013.0,K01B,K01B,"Nephrotic syndrome, diffuse crescentic glomerulonephritis"
840,Glomerulonephritis,303844018.0,197603000.0,303844018.0,K01x,K01x,Nephrotic syndrome in diseases EC
841,Glomerulonephritis,303845017.0,197604006.0,303845017.0,K01x0,K01x0,Nephrotic syndrome in amyloidosis
842,Glomerulonephritis,303848015.0,197606008.0,303848015.0,K01x2,K01x2,Nephrotic syndrome in malaria
843,Glomerulonephritis,303849011.0,197607004.0,303849011.0,K01x3,K01x3,Nephrotic syndrome in polyarteritis nodosa
846,Glomerulonephritis,303854019.0,52254009.0,86957016.0,K01y,K01y,Nephrotic syndrome with other pathological kidney lesions
847,Glomerulonephritis,303855018.0,52254009.0,86957016.0,K01z,K01z,Nephrotic syndrome NOS
848,Glomerulonephritis,35171019.0,20917003.0,35171019.0,K02,K02,Chronic glomerulonephritis
849,Glomerulonephritis,556211000006112.0,197613008.0,303862010.0,K020,K020,Chronic proliferative glomerulonephritis
850,Glomerulonephritis,555201000006116.0,77182004.0,128137019.0,K021,K021,Chronic membranous glomerulonephritis
851,Glomerulonephritis,555191000006119.0,80321008.0,133282018.0,K022,K022,Chronic membranoproliferative glomerulonephritis
853,Glomerulonephritis,303864011.0,20917003.0,35171019.0,K02y,K02y,Other chronic glomerulonephritis
854,Glomerulonephritis,554481000006111.0,197616000.0,303865012.0,K02y0,K02y0,Chronic glomerulonephritis + diseases EC
855,Glomerulonephritis,303867016.0,197618004.0,303867016.0,K02y2,K02y2,Chronic focal glomerulonephritis
856,Glomerulonephritis,303868014.0,197619007.0,303868014.0,K02y3,K02y3,Chronic diffuse glomerulonephritis
857,Glomerulonephritis,303869018.0,20917003.0,35171019.0,K02yz,K02yz,Other chronic glomerulonephritis NOS
858,Glomerulonephritis,303870017.0,20917003.0,35171019.0,K02z,K02z,Chronic glomerulonephritis NOS
859,Glomerulonephritis,303874014.0,52845002.0,87940013.0,K030,K030,Proliferative nephritis unspecified
860,Glomerulonephritis,303875010.0,77182004.0,128137019.0,K031,K031,Membranous nephritis unspecified
861,Glomerulonephritis,303876011.0,52845002.0,87940013.0,K032,K032,Membranoproliferative nephritis unspecified
862,Glomerulonephritis,303877019.0,197626007.0,303877019.0,K0320,K0320,Focal membranoproliferative glomerulonephritis
863,Glomerulonephritis,303878012.0,197627003.0,303878012.0,K0321,K0321,Recurrent benign haematuria syndrome
864,Glomerulonephritis,763111000006117.0,36171008.0,60355017.0,K0322,K0322,Focal glomerulon + focal recurr macroscop glomerulonephritis
865,Glomerulonephritis,303881019.0,197629000.0,303881019.0,K0323,K0323,Anaphylactoid glomerulonephritis
866,Glomerulonephritis,303884010.0,197632002.0,303884010.0,K0326,K0326,Berger's IgA or IgG nephropathy
867,Glomerulonephritis,677981000006115.0,52845002.0,87940013.0,K032y,K032y,Nephritis unsp+OS membranoprolif glomerulonephritis lesion
868,Glomerulonephritis,354349019.0,197613008.0,303860019.0,K032y-1,K032y-1,Hypocomplementaemic persistent glomerulonephritis NEC
869,Glomerulonephritis,354347017.0,197613008.0,303860019.0,K032y-3,K032y-3,Mesangioproliferative glomerulonephritis NEC
